,filename,width,height,class,xmin,ymin,xmax,ymax
4321,157_sequences_jasper_euro_ball_1_d_00278.jpg,800,600,ball,514,201,568,254
4060,36_euro_ball_game_1_n_00876.jpg,800,600,ball,227,255,263,292
4367,156_sequences_jasper_kicking_euro_ball_00973.jpg,800,600,ball,413,227,480,295
2303,IMG_20181001_164911588_BURST007.jpg,4096,2304,ball,1614,706,2394,1453
547,291_4-framed2005-1.jpg,1280,598,ball,565,144,663,238
3340,293_33-framed7263-1.jpg,1280,634,ball,651,264,677,288
289,291_9-framed2290.jpg,1280,720,ball,116,455,167,521
3767,36_euro_ball_game_1_k_00090.jpg,800,600,ball,145,234,187,274
776,292_19-framed2157.jpg,1280,720,ball,1038,425,1135,527
718,292_22-framed886.jpg,1280,720,ball,260,468,346,561
2911,196_output_00998.jpg,1920,1080,ball,965,65,1100,210
2654,197_1525455249.6206889frame04733.jpg,640,360,ball,251,141,336,220
3966,25_ball_move_1_00775.jpg,800,600,ball,578,176,630,228
3680,36_euro_ball_game_1_m_00546.jpg,800,600,ball,362,346,427,409
2908,196_output_01045.jpg,1920,1080,ball,848,204,1016,369
2851,197_1525454899.2878153frame01968.jpg,640,360,ball,399,12,449,65
1412,260_montreal-game01_aj_000047.jpg,800,600,ball,374,451,406,484
1290,260_montreal-game01_ao_000013.jpg,800,600,ball,186,296,250,355
2888,196_output_01335.jpg,1920,1080,ball,864,534,1154,832
2022,IMG_20181003_152540513_BURST021.jpg,3264,1836,ball,1045,1570,1661,1838
445,294_55-framed13867-1.jpg,960,720,ball,452,419,490,458
2879,196_output_01481.jpg,1920,1080,ball,881,496,1186,822
4027,258_aframe0331.jpg,640,360,ball,206,198,406,358
275,291_9-framed6572.jpg,1280,720,ball,494,413,533,447
350,294_58-framed4100.jpg,1280,720,ball,126,247,167,287
4267,36_euro_ball_game_1_c_00075.jpg,800,600,ball,181,176,209,202
4388,156_sequences_jasper_kicking_euro_ball_00677.jpg,800,600,ball,267,45,387,170
2340,7_leipzig_robocup16_euroball166.jpg,800,600,ball,420,217,454,251
1260,262_montreal-game04_aa_000182.jpg,800,600,ball,532,128,564,158
2258,IMG_20181003_152509603_BURST003.jpg,3264,1836,ball,1158,729,1560,1120
2979,12_leipzig_robocup16_euroball448.jpg,800,600,ball,221,336,301,423
1275,260_montreal-game01_ao_000266.jpg,800,600,ball,425,256,474,303
2557,197_1525455565.5414035frame07310.jpg,640,360,ball,171,66,220,118
719,292_22-framed602.jpg,1280,720,ball,722,417,779,486
1580,260_montreal-game01_ac_000098.jpg,800,600,ball,597,389,613,406
2694,197_1525455113.8092794frame03668.jpg,640,360,ball,228,107,313,195
4200,15_leipzig_robocup16_002.968.jpg,800,600,ball,659,258,705,301
380,294_57-framed3078.jpg,1280,720,ball,1128,375,1237,479
2831,197_1525454929.267369frame02208.jpg,640,360,ball,89,166,127,200
1892,166_frame2181.jpg,640,360,ball,254,160,274,179
1687,262_montreal-game04_aa_000222.jpg,800,600,ball,642,278,678,312
3913,35_euro_ball_01_d_00257.jpg,800,600,ball,407,169,553,314
738,292_22-framed1283.jpg,1280,720,ball,754,530,877,641
1331,260_montreal-game01_al_000139.jpg,800,600,ball,552,50,565,61
1570,260_montreal-game01_ac_000165.jpg,800,600,ball,424,105,441,121
918,291_10-framed40889.jpg,1280,720,ball,689,205,736,246
2619,197_1525455306.8721304frame05225.jpg,640,360,ball,393,194,470,271
2334,7_leipzig_robocup16_euroball215.jpg,800,600,ball,116,366,188,436
2524,197_1525455690.5544424frame08314.jpg,640,360,ball,356,134,439,210
2566,197_1525455540.8261704frame07112.jpg,640,360,ball,462,226,531,289
302,291_9-framed13425.jpg,1280,720,ball,153,490,193,547
4061,36_euro_ball_game_1_n_00819.jpg,800,600,ball,257,152,292,187
884,291_10-framed53797.jpg,1280,720,ball,161,61,197,94
886,291_10-framed53797.jpg,1280,720,ball,744,94,781,132
2071,IMG_20181003_152336183_BURST000_COVER.jpg,3264,1836,ball,1393,804,1844,1211
3184,293_42-framed11140.jpg,1280,720,ball,607,286,716,383
3569,295_66-framed1437.jpg,1280,720,ball,782,292,810,322
930,291_10-framed39276.jpg,1280,720,ball,832,179,880,220
2322,7_leipzig_robocup16_euroball81.jpg,800,600,ball,476,301,531,358
2983,12_leipzig_robocup16_000.426.jpg,800,600,ball,386,270,479,367
1213,6_jun16_seq_pos_000.675.jpg,800,600,ball,495,271,520,295
534,291_4-framed863-1.jpg,1280,598,ball,1155,250,1198,315
2415,5_jan16_seq__000.314.jpg,800,600,ball,219,219,258,258
2708,5_img_fr_nov15_000.730.jpg,800,600,ball,394,325,461,398
2130,IMG_20181001_165345999_BURST002.jpg,3264,1836,ball,1050,54,2583,1592
1019,291_1-framed44807.jpg,1280,720,ball,1100,191,1141,218
2685,197_1525455163.3423419frame04059.jpg,640,360,ball,222,28,300,114
4225,157_sequences_jasper_euro_ball_1_i_00045.jpg,800,600,ball,370,291,476,403
2881,196_output_01452.jpg,1920,1080,ball,812,392,1144,707
4032,258_aframe0246.jpg,640,360,ball,216,0,386,164
783,292_18-framed9533.jpg,1280,720,ball,795,474,840,531
3338,293_33-framed7834-1.jpg,1280,634,ball,1085,292,1112,323
429,294_55-framed5150-1.jpg,960,720,ball,515,451,540,469
1342,260_montreal-game01_al_000111.jpg,800,600,ball,398,393,452,447
487,291_7-framed3730-1.jpg,960,720,ball,697,366,738,400
1983,IMG_20181003_153043498_BURST007.jpg,3264,1836,ball,1544,584,2433,1463
1129,81_test_nagoya_game_b_00164.jpg,800,600,ball,86,316,115,344
2468,197_1525455816.8606601frame09324.jpg,640,360,ball,267,200,295,230
3593,295_65-framed20016-1.jpg,1280,626,ball,688,341,718,369
3650,36_euro_ball_game_1_n_00036.jpg,800,600,ball,142,147,179,181
4067,36_euro_ball_game_1_n_00749.jpg,800,600,ball,678,63,715,99
1061,96_26_01_2018__13_46_49_0862_upper.jpg,640,480,ball,61,78,96,110
3104,295_69-framed721.jpg,1280,720,ball,267,573,365,672
4159,15_leipzig_robocup16_003.612.jpg,800,600,ball,252,228,292,270
1957,IMG_20181003_153059718_BURST019.jpg,3264,1836,ball,1597,724,2289,1410
505,291_6-framed261.jpg,1280,720,ball,610,401,665,439
1301,260_montreal-game01_an_000026.jpg,800,600,ball,305,233,361,289
367,294_58-framed2180.jpg,1280,720,ball,266,239,306,285
2743,34_leipzig_robocup16_001.693.jpg,800,600,ball,232,343,265,377
464,294_54-framed3396-1.jpg,1280,576,ball,385,175,457,243
1363,260_montreal-game01_ak_000325.jpg,800,600,ball,119,383,154,416
4216,15_leipzig_robocup16_002.775.jpg,800,600,ball,403,298,440,341
1883,166_frame2298.jpg,640,360,ball,304,198,321,216
928,291_10-framed39276.jpg,1280,720,ball,250,85,275,114
1654,262_montreal-game04_ab_000277.jpg,800,600,ball,456,268,484,296
338,294_59-framed3831.jpg,1280,720,ball,396,347,486,433
3074,295_74-framed1440-1.jpg,1280,662,ball,595,435,634,478
3126,293_45-framed7525-1.jpg,1280,612,ball,241,175,279,209
2570,197_1525455529.0059445frame07020.jpg,640,360,ball,187,176,260,241
1448,260_montreal-game01_ah_000005.jpg,800,600,ball,417,360,470,413
1022,291_1-framed41991.jpg,1280,720,ball,923,157,968,199
2737,34_leipzig_robocup16_002.729.jpg,800,600,ball,502,235,659,390
3848,36_euro_ball_game_1_g_00011.jpg,800,600,ball,497,112,543,158
749,292_21-framed1008.jpg,1280,720,ball,632,475,664,502
3716,36_euro_ball_game_1_m_00197.jpg,800,600,ball,337,199,392,257
2432,20_aufnahme11_FullPic.jpg,640,480,ball,251,132,264,149
2159,IMG_20181001_165240877_BURST002.jpg,3264,1836,ball,1109,1168,1962,1838
458,294_55-framed10294-1.jpg,960,720,ball,240,524,281,562
2329,7_leipzig_robocup16_euroball40.jpg,800,600,ball,402,275,441,312
3840,36_euro_ball_game_1_g_00172.jpg,800,600,ball,387,243,427,285
931,291_10-framed38469.jpg,1280,720,ball,246,89,275,120
2341,7_leipzig_robocup16_euroball125.jpg,800,600,ball,39,170,68,195
1441,260_montreal-game01_ai_000063.jpg,800,600,ball,641,263,657,277
2725,5_img_fr_nov15_000.253.jpg,800,600,ball,238,86,335,190
3877,36_euro_ball_game_1_d_00251.jpg,800,600,ball,313,122,357,154
2990,12_leipzig_robocup16_000.193.jpg,800,600,ball,400,403,474,481
1266,262_montreal-game04_aa_000087.jpg,800,600,ball,336,486,370,518
3310,293_34-framed2010.jpg,1920,1080,ball,265,780,379,888
3071,295_74-framed2588-1.jpg,1280,662,ball,423,367,480,423
1036,291_1-framed27105.jpg,1280,720,ball,891,203,927,242
3945,30_leipzig_robocup16_008.551.jpg,800,600,ball,316,181,396,264
3386,293_32-framed6597.jpg,1280,720,ball,1068,146,1093,167
2588,197_1525455410.0115154frame06075.jpg,640,360,ball,35,82,102,144
1012,291_10-framed10637.jpg,1280,720,ball,327,98,346,120
4305,157_sequences_jasper_euro_ball_1_g_00084.jpg,800,600,ball,454,239,570,356
4340,157_sequences_jasper_euro_ball_1_c_00015.jpg,800,600,ball,351,266,382,295
1294,260_montreal-game01_an_000105.jpg,800,600,ball,518,360,576,417
1524,260_montreal-game01_af_000033.jpg,800,600,ball,271,118,290,135
2808,197_1525454973.0023398frame02565.jpg,640,360,ball,106,134,159,178
1141,81_test_nagoya_game_a_00667.jpg,800,600,ball,420,183,452,214
4106,36_euro_ball_game_1_n_00172.jpg,800,600,ball,708,365,746,397
179,292_28-framed905.jpg,1280,720,ball,643,299,679,338
864,292_16-framed15672-1.jpg,896,720,ball,133,316,167,345
3802,36_euro_ball_game_1_h_00369.jpg,800,600,ball,29,426,75,468
4458,153_sequences_euro_ball_robot_1_b_00227.jpg,800,600,ball,491,193,529,231
3155,293_43-framed4302.jpg,1280,720,ball,656,400,797,515
1320,260_montreal-game01_am_000177.jpg,800,600,ball,79,230,127,275
3715,36_euro_ball_game_1_m_00197.jpg,800,600,ball,519,81,538,99
3671,36_euro_ball_game_1_m_00626.jpg,800,600,ball,485,198,553,263
4448,153_sequences_euro_ball_robot_1_c_00049.jpg,800,600,ball,252,142,286,179
2538,197_1525455617.7257218frame07727.jpg,640,360,ball,534,170,609,245
3980,258_cframe0377.jpg,640,360,ball,371,59,578,260
1293,260_montreal-game01_an_000108.jpg,800,600,ball,534,356,592,413
2622,197_1525455303.1522098frame05193.jpg,640,360,ball,443,0,516,47
1254,33_leipzig_robocup16_011.983.jpg,800,600,ball,481,120,516,157
2655,197_1525455247.5887716frame04716.jpg,640,360,ball,271,134,372,219
3279,293_35-framed18376-1.jpg,1280,598,ball,786,361,884,469
1865,166_frame2645.jpg,640,360,ball,283,115,303,134
3077,295_73-framed5596-1.jpg,1280,612,ball,1021,512,1055,561
2248,IMG_20181003_152509603_BURST013.jpg,3264,1836,ball,155,59,2353,1838
4170,15_leipzig_robocup16_003.480.jpg,800,600,ball,548,298,582,334
2056,IMG_20181003_152336183_BURST015.jpg,3264,1836,ball,1372,949,1688,1270
2982,12_leipzig_robocup16_000.493.jpg,800,600,ball,343,84,434,188
4416,156_sequences_jasper_kicking_euro_ball_00188.jpg,800,600,ball,379,185,429,235
2688,197_1525455154.7701902frame03993.jpg,640,360,ball,154,53,230,120
3586,295_65-framed2988-1.jpg,1280,626,ball,409,360,439,392
3515,295_67-framed2563.jpg,1280,720,ball,1122,267,1161,308
561,291_4-framed1148-1.jpg,1280,598,ball,673,250,734,325
2104,IMG_20181001_165458537_BURST000_COVER.jpg,3264,1836,ball,1324,590,1485,777
2686,197_1525455157.3144619frame04013.jpg,640,360,ball,372,174,557,294
3876,36_euro_ball_game_1_d_00256.jpg,800,600,ball,280,108,320,144
2845,197_1525454906.9957802frame02034.jpg,640,360,ball,474,22,530,77
720,292_22-framed546.jpg,1280,720,ball,758,388,809,445
2666,197_1525455204.6810215frame04380.jpg,640,360,ball,457,104,541,209
1140,81_test_nagoya_game_b_00002.jpg,800,600,ball,433,173,469,209
1820,166_frame3751.jpg,640,360,ball,356,167,374,184
332,294_59-framed5815.jpg,1280,720,ball,567,461,666,561
3235,293_38-framed2321-1.jpg,960,396,ball,433,213,473,250
1297,260_montreal-game01_an_000061.jpg,800,600,ball,328,334,384,389
555,291_4-framed13287-1.jpg,1280,598,ball,569,317,634,386
1852,166_frame2823.jpg,640,360,ball,335,178,352,194
1732,260_montreal-game01_aa_000098.jpg,800,600,ball,116,63,136,83
3222,293_40-framed1263-3.jpg,640,360,ball,275,205,307,235
841,292_17-framed25516.jpg,1280,720,ball,292,194,320,222
4308,157_sequences_jasper_euro_ball_1_g_00003.jpg,800,600,ball,681,243,753,313
4118,258_aframe0029.jpg,640,360,ball,259,137,353,235
3565,295_66-framed15043.jpg,1280,720,ball,1145,241,1174,275
48,294_60-framed26187-1.jpg,1280,612,ball,546,142,563,163
3711,36_euro_ball_game_1_m_00222.jpg,800,600,ball,566,144,621,198
2139,IMG_20181001_165335644_BURST002.jpg,3264,1836,ball,1313,707,1560,1329
1037,291_1-framed24691.jpg,1280,720,ball,889,205,931,240
3725,36_euro_ball_game_1_m_00084.jpg,800,600,ball,477,162,548,233
3388,293_32-framed6597.jpg,1280,720,ball,364,197,391,228
2081,IMG_20181003_152251571_HDR.jpg,3264,1836,ball,1045,590,2026,1619
4117,36_euro_ball_game_1_n_00039.jpg,800,600,ball,144,142,182,176
2351,7_leipzig_robocup16_000.846.jpg,800,600,ball,60,332,104,377
4037,258_aframe0199.jpg,640,360,ball,244,304,340,358
3317,293_34-framed13754.jpg,1920,1080,ball,649,430,734,509
1634,252_11_06_2018__16_14_08_3091_lower.jpg,320,240,ball,111,0,181,63
2287,IMG_20181001_164928824_BURST011.jpg,4096,2304,ball,0,20,2596,2293
2460,197_1525455858.2090502frame09649.jpg,640,360,ball,192,88,219,112
399,294_56-framed6137.jpg,1280,720,ball,398,435,450,473
2578,197_1525455480.2931759frame06643.jpg,640,360,ball,342,145,424,227
1702,260_montreal-game01_aa_000230.jpg,800,600,ball,420,75,436,91
3356,293_33-framed1695-1.jpg,1280,634,ball,393,249,416,266
2748,34_leipzig_robocup16_001.049.jpg,800,600,ball,264,285,362,390
3431,293_32-framed19091.jpg,1280,720,ball,1066,144,1085,169
1361,260_montreal-game01_ak_000336.jpg,800,600,ball,76,327,113,361
2257,IMG_20181003_152509603_BURST004.jpg,3264,1836,ball,1217,820,1640,1222
1247,6_jan16_seq__001.548.jpg,800,600,ball,264,292,380,410
3781,36_euro_ball_game_1_j_00027.jpg,800,600,ball,100,122,148,173
3699,36_euro_ball_game_1_m_00378.jpg,800,600,ball,573,129,593,146
4465,153_sequences_euro_ball_robot_1_a_00004.jpg,800,600,ball,199,277,233,311
1632,252_11_06_2018__16_14_08_3113_lower.jpg,320,240,ball,101,65,178,146
150,294_49-framed2300.jpg,1280,720,ball,791,350,868,439
2901,196_output_01091.jpg,1920,1080,ball,727,548,939,758
2008,IMG_20181003_152945215_BURST011.jpg,3264,1836,ball,1704,381,2144,825
1203,6_jun16_seq_pos_000.841.jpg,800,600,ball,413,257,447,291
972,291_10-framed21931.jpg,1280,720,ball,285,100,315,120
2075,IMG_20181003_152325729_HDR.jpg,3264,1836,ball,1163,847,1635,1297
575,291_3-framed7402.jpg,1280,720,ball,669,435,734,506
4378,156_sequences_jasper_kicking_euro_ball_00787.jpg,800,600,ball,205,255,331,381
2390,5_jan16_seq__001.495.jpg,800,600,ball,269,239,443,409
3458,293_32-framed149.jpg,1280,720,ball,1051,163,1076,186
1338,260_montreal-game01_al_000129.jpg,800,600,ball,372,281,426,335
2376,7_leipzig_robocup16_000.439.jpg,800,600,ball,544,247,595,298
526,291_4-framed9860-1.jpg,1280,598,ball,547,254,602,313
4203,15_leipzig_robocup16_002.941.jpg,800,600,ball,544,4,595,54
1068,81_test_nagoya_game_d_00420.jpg,800,600,ball,412,115,447,148
5,294_64-framed5086-1.jpg,1280,612,ball,877,379,936,442
3422,293_32-framed22315.jpg,1280,720,ball,615,256,636,279
2789,197_1525455067.1490829frame03310.jpg,640,360,ball,159,197,200,232
4150,160_frame0005.jpg,640,360,ball,276,252,327,307
986,291_10-framed17091.jpg,1280,720,ball,325,96,346,114
4339,157_sequences_jasper_euro_ball_1_c_00019.jpg,800,600,ball,351,276,382,305
1519,260_montreal-game01_af_000053.jpg,800,600,ball,26,307,67,346
2178,IMG_20181001_165213168_BURST003.jpg,3264,1836,ball,1201,75,2256,1104
2119,IMG_20181001_165401758_BURST006.jpg,3264,1836,ball,1463,348,1972,874
1052,291_1-framed15438.jpg,1280,720,ball,429,275,458,307
663,291_10-framed9427.jpg,1280,720,ball,301,89,319,108
2371,7_leipzig_robocup16_000.497.jpg,800,600,ball,601,243,677,307
839,292_17-framed27127.jpg,1280,720,ball,541,260,580,298
4181,15_leipzig_robocup16_003.277.jpg,800,600,ball,474,255,513,297
2067,IMG_20181003_152336183_BURST004.jpg,3264,1836,ball,1581,1410,2197,1838
4352,157_sequences_jasper_euro_ball_1_a_00059.jpg,800,600,ball,233,205,282,251
295,291_9-framed1576.jpg,1280,720,ball,386,525,447,575
2904,196_output_01073.jpg,1920,1080,ball,814,332,1014,520
1143,81_test_nagoya_game_a_00591.jpg,800,600,ball,189,228,221,260
648,291_11-framed5429.jpg,1280,720,ball,832,429,880,492
3622,293_31-framed16575.jpg,1280,720,ball,698,455,751,507
2658,197_1525455238.9441819frame04646.jpg,640,360,ball,203,226,294,318
85,294_52-framed19859-1.jpg,1280,626,ball,820,343,852,374
4197,15_leipzig_robocup16_003.018.jpg,800,600,ball,677,376,721,420
3297,293_34-framed5734.jpg,1920,1080,ball,1409,125,1449,162
1891,166_frame2214.jpg,640,360,ball,280,177,298,194
3816,36_euro_ball_game_1_h_00049.jpg,800,600,ball,172,338,208,377
4180,15_leipzig_robocup16_003.298.jpg,800,600,ball,343,260,387,302
3786,36_euro_ball_game_1_h_00573.jpg,800,600,ball,284,87,324,129
873,292_15-framed491.jpg,1280,720,ball,301,407,388,488
1655,262_montreal-game04_ab_000239.jpg,800,600,ball,326,128,354,156
2462,197_1525455840.7801974frame09515.jpg,640,360,ball,564,41,590,65
2339,7_leipzig_robocup16_euroball170.jpg,800,600,ball,387,229,420,258
1113,81_test_nagoya_game_c_00006.jpg,800,600,ball,339,235,424,321
3191,293_40-framed873.jpg,1280,720,ball,169,506,393,720
4393,156_sequences_jasper_kicking_euro_ball_00558.jpg,800,600,ball,144,174,221,252
3751,36_euro_ball_game_1_k_00299.jpg,800,600,ball,349,187,390,228
2860,197_1525454889.9358521frame01889.jpg,640,360,ball,139,193,181,233
4128,243_01_06_2018__17_17_01_0474_lower.jpg,320,240,ball,143,0,195,53
736,292_22-framed1794.jpg,1280,720,ball,800,410,864,456
4466,151_21_02_2018__17_23_31_0323_upper.jpg,640,480,ball,629,90,640,100
2364,7_leipzig_robocup16_000.638.jpg,800,600,ball,111,348,139,375
1774,166_frame4865.jpg,640,360,ball,285,273,303,290
3954,30_leipzig_robocup16_007.937.jpg,800,600,ball,535,197,652,308
2383,7_leipzig_robocup16_000.230.jpg,800,600,ball,362,418,419,483
3902,35_euro_ball_01_g_00161.jpg,800,600,ball,40,175,138,259
2409,5_jan16_seq__000.563.jpg,800,600,ball,169,69,233,130
2101,IMG_20181001_165458537_BURST003.jpg,3264,1836,ball,1919,1024,2090,1152
3793,36_euro_ball_game_1_h_00434.jpg,800,600,ball,519,461,561,503
1961,IMG_20181003_153059718_BURST014.jpg,3264,1836,ball,1367,718,2128,1415
969,291_10-framed24351.jpg,1280,720,ball,260,87,285,122
3575,295_66-framed12465.jpg,1280,720,ball,857,203,882,237
1289,260_montreal-game01_ao_000016.jpg,800,600,ball,178,302,242,361
1919,159_wolves_test_a_039.jpg,640,480,ball,474,171,524,219
3140,293_44-framed5211.jpg,1280,720,ball,62,439,147,527
2988,12_leipzig_robocup16_000.271.jpg,800,600,ball,403,157,498,245
3810,36_euro_ball_game_1_h_00165.jpg,800,600,ball,575,280,616,319
84,294_52-framed20664-1.jpg,1280,626,ball,827,378,861,408
2254,IMG_20181003_152509603_BURST007.jpg,3264,1836,ball,1243,938,1763,1426
922,291_10-framed40082.jpg,1280,720,ball,250,87,275,126
2288,IMG_20181001_164928824_BURST010.jpg,4096,2304,ball,94,370,3376,2307
1262,262_montreal-game04_aa_000144.jpg,800,600,ball,472,296,504,326
2615,197_1525455308.9644666frame05243.jpg,640,360,ball,351,220,448,311
2012,IMG_20181003_152945215_BURST007.jpg,3264,1836,ball,1549,729,1828,1002
3572,295_66-framed13324.jpg,1280,720,ball,836,226,865,256
3728,36_euro_ball_game_1_m_00034.jpg,800,600,ball,196,226,264,297
4214,15_leipzig_robocup16_002.784.jpg,800,600,ball,410,234,448,278
2488,197_1525455775.9248569frame08986.jpg,640,360,ball,229,66,248,83
468,294_54-framed1544-1.jpg,1280,576,ball,643,262,713,334
4201,15_leipzig_robocup16_002.967.jpg,800,600,ball,656,243,700,291
4220,157_sequences_jasper_euro_ball_1_i_00091.jpg,800,600,ball,207,221,333,350
3543,295_66-framed5591.jpg,1280,720,ball,723,229,751,259
135,294_50-framed1984.jpg,1280,720,ball,191,482,275,555
1287,260_montreal-game01_ao_000131.jpg,800,600,ball,85,322,140,375
3138,293_44-framed6055.jpg,1280,720,ball,669,377,708,411
1472,260_montreal-game01_af_000269.jpg,800,600,ball,310,325,347,362
610,291_3-framed1286.jpg,1280,720,ball,386,374,462,445
2073,IMG_20181003_152331071.jpg,3264,1836,ball,1254,874,1704,1356
559,291_4-framed12288-1.jpg,1280,598,ball,779,268,846,325
1720,260_montreal-game01_aa_000139.jpg,800,600,ball,158,307,176,325
451,294_55-framed12581-1.jpg,960,720,ball,495,391,543,430
1648,262_montreal-game04_ab_000438.jpg,800,600,ball,436,220,464,248
2373,7_leipzig_robocup16_000.477.jpg,800,600,ball,525,275,586,333
2062,IMG_20181003_152336183_BURST009.jpg,3264,1836,ball,1393,606,1629,831
4194,15_leipzig_robocup16_003.083.jpg,800,600,ball,173,143,257,225
412,294_56-framed1717.jpg,1280,720,ball,306,540,408,624
1382,260_montreal-game01_ak_000131.jpg,800,600,ball,333,163,345,173
274,291_9-framed6715.jpg,1280,720,ball,492,411,533,445
3778,36_euro_ball_game_1_j_00078.jpg,800,600,ball,149,198,192,244
2165,IMG_20181001_165213168_BURST016.jpg,3264,1836,ball,1276,724,1737,1217
3229,293_38-framed761-1.jpg,960,396,ball,468,205,522,260
1305,260_montreal-game01_am_000375.jpg,800,600,ball,379,156,419,197
4125,243_01_06_2018__17_17_01_0493_lower.jpg,320,240,ball,234,181,297,240
2120,IMG_20181001_165401758_BURST005.jpg,3264,1836,ball,1533,493,2069,1024
120,294_51-framed14230-1.jpg,1280,598,ball,423,409,525,506
1243,6_jan16_seq__001.697.jpg,800,600,ball,467,179,496,207
